Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
Regular season,1.0,Fri,2020-09-11,19:45,Watford,0.8,1–0,1.1,Middlesbrough,,Vicarage Road Stadium,Keith Stroud,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,12:30,Birmingham City,1.0,1–0,2.4,Brentford,,St Andrew's Trillion Trophy Stadium,Tony Harrington,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,12:30,Wycombe,2.2,0–1,0.7,Rotherham Utd,,Adams Park,James Linington,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Barnsley,0.7,0–1,0.4,Luton Town,,Oakwell Stadium,Jarred Gillett,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Derby County,0.3,0–2,1.1,Reading,,iPro Stadium,Darren Bond,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Cardiff City,0.7,0–2,1.2,Sheffield Weds,,Cardiff City Stadium,Andy Madley,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Bristol City,1.4,2–1,1.1,Coventry City,,Ashton Gate Stadium,John Brooks,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Huddersfield,0.3,0–1,1.4,Norwich City,,The John Smith's Stadium,Geoff Eltringham,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Preston,0.6,0–1,0.9,Swansea City,,Deepdale Stadium,Robert Jones,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,QPR,2.1,2–0,1.5,Nott'ham Forest,,Kiyan Prince Foundation Stadium,Tim Robinson,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Bournemouth,0.9,3–2,0.7,Blackburn,,Vitality Stadium,Gavin Ward,Match Report,,21,E2
Regular season,1.0,Sat,2020-09-12,15:00,Millwall,0.5,0–0,0.8,Stoke City,,The Den,Jeremy Simpson,Match Report,,21,E2
,,,,,,,,,,,,,,,21,E2
Regular season,2.0,Fri,2020-09-18,19:45,Coventry City,1.4,3–2,1.0,QPR,,St Andrew's Trillion Trophy Stadium,Steve Martin,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,12:30,Nott'ham Forest,2.0,0–2,1.6,Cardiff City,,The City Ground,James Linington,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Luton Town,2.0,2–1,1.3,Derby County,,Kenilworth Road Stadium,Dean Whitestone,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Brentford,2.7,3–0,0.9,Huddersfield,,Brentford Community Stadium,Craig Pawson,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Rotherham Utd,0.7,0–1,0.6,Millwall,,New York Stadium,Leigh Doughty,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Sheffield Weds,0.7,0–0,0.8,Watford,,Hillsborough Stadium,Jarred Gillett,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Norwich City,1.4,2–2,2.8,Preston,,Carrow Road,John Brooks,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Reading,0.8,2–0,0.7,Barnsley,,Madejski Stadium,Tim Robinson,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Swansea City,0.6,0–0,0.5,Birmingham City,,Liberty Stadium,Gavin Ward,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Blackburn,3.5,5–0,0.4,Wycombe,,Ewood Park,Peter Bankes,Match Report,,21,E2
Regular season,2.0,Sat,2020-09-19,15:00,Middlesbrough,1.1,1–1,0.9,Bournemouth,1000.0,Riverside Stadium,Matt Donohue,Match Report,,21,E2
Regular season,2.0,Sun,2020-09-20,14:00,Stoke City,0.3,0–2,1.9,Bristol City,,Bet365 Stadium,Oliver Langford,Match Report,,21,E2
,,,,,,,,,,,,,,,21,E2
Regular season,3.0,Fri,2020-09-25,19:45,Huddersfield,2.7,1–0,0.8,Nott'ham Forest,,The John Smith's Stadium,Oliver Langford,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,12:30,Watford,1.3,1–0,0.7,Luton Town,,Vicarage Road Stadium,John Brooks,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,12:30,Wycombe,0.3,0–2,3.4,Swansea City,,Adams Park,Geoff Eltringham,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,15:00,Barnsley,1.0,0–0,0.6,Coventry City,,Oakwell Stadium,Joshua Smith,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,15:00,Preston,0.7,0–1,2.3,Stoke City,,Deepdale Stadium,Matt Donohue,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,15:00,Birmingham City,1.6,1–1,1.9,Rotherham Utd,,St Andrew's Trillion Trophy Stadium,Andy Madley,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,15:00,Derby County,1.2,0–4,2.4,Blackburn,,iPro Stadium,Andy Woolmer,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,15:00,Cardiff City,1.2,1–2,0.7,Reading,,Cardiff City Stadium,David Webb,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,15:00,QPR,1.7,1–1,0.6,Middlesbrough,,Kiyan Prince Foundation Stadium,Dean Whitestone,Match Report,,21,E2
Regular season,3.0,Sat,2020-09-26,15:00,Millwall,0.6,1–1,1.2,Brentford,,The Den,David Coote,Match Report,,21,E2
Regular season,3.0,Sun,2020-09-27,13:00,Bristol City,1.5,2–0,0.9,Sheffield Weds,,Ashton Gate Stadium,Tony Harrington,Match Report,,21,E2
Regular season,3.0,Sun,2020-09-27,16:00,Bournemouth,0.9,1–0,0.7,Norwich City,,Vitality Stadium,James Linington,Match Report,,21,E2
,,,,,,,,,,,,,,,21,E2
Regular season,4.0,Fri,2020-10-02,19:45,Coventry City,1.1,1–3,2.1,Bournemouth,,St Andrew's Trillion Trophy Stadium,Jarred Gillett,Match Report,,21,E2
Regular season,4.0,Sat,2020-10-03,12:30,Norwich City,2.0,0–1,0.4,Derby County,,Carrow Road,Stuart Attwell,Match Report,,21,E2
